Top 4808 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ 1.0 * sign_input_10: mean_abs=0.0120, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.994, pct<= 0.5=0.994
radius_target_1_2 ~ 1.0 * radius_input_1_7: mean_abs=3.0823, median_abs=2.9715, max_abs=7.6092, pct<= 0.1=0.234, pct<= 0.5=0.972
radius_target_3_4 ~ 2.0632 * radius_input_7_11: mean_abs=4.2727, median_abs=3.6976, max_abs=13.6313, pct<= 0.1=0.372, pct<= 0.5=0.962
radius_target_3_4 ~ 2.2063 * radius_input_10_12: mean_abs=4.1369, median_abs=3.3884, max_abs=14.9078, pct<= 0.1=0.400, pct<= 0.5=0.956
radius_target_3_4 ~ 2.0817 * radius_input_4_10: mean_abs=4.1528, median_abs=3.6370, max_abs=15.7065, pct<= 0.1=0.396, pct<= 0.5=0.954
radius_target_3_4 ~ 2.5305 * radius_input_1_12: mean_abs=3.9907, median_abs=3.4394, max_abs=13.9957, pct<= 0.1=0.386, pct<= 0.5=0.958
radius_target_3_4 ~ 2.1381 * radius_input_4_8: mean_abs=4.2903, median_abs=3.7787, max_abs=13.3104, pct<= 0.1=0.346, pct<= 0.5=0.960
radius_target_3_4 ~ 2.3451 * radius_input_1_4: mean_abs=4.1120, median_abs=3.5771, max_abs=16.4317, pct<= 0.1=0.386, pct<= 0.5=0.954
radius_target_3_4 ~ 1.9163 * radius_input_3_6: mean_abs=4.2371, median_abs=3.3288, max_abs=15.9808, pct<= 0.1=0.406, pct<= 0.5=0.952
radius_target_3_4 ~ 2.3519 * radius_input_4_9: mean_abs=4.0953, median_abs=3.4998, max_abs=13.8666, pct<= 0.1=0.396, pct<= 0.5=0.956
radius_target_3_4 ~ 2.5856 * radius_input_9_11: mean_abs=3.9757, median_abs=3.2978, max_abs=12.8543, pct<= 0.1=0.400, pct<= 0.5=0.950
radius_target_3_4 ~ 2.0393 * radius_input_7_12: mean_abs=4.2755, median_abs=3.7456, max_abs=13.6344, pct<= 0.1=0.370, pct<= 0.5=0.962
radius_target_3_4 ~ 2.0020 * radius_input_1_8: mean_abs=4.4605, median_abs=4.0545, max_abs=13.7788, pct<= 0.1=0.344, pct<= 0.5=0.960
radius_target_3_4 ~ 2.2378 * radius_input_10_11: mean_abs=4.1471, median_abs=3.7651, max_abs=13.7593, pct<= 0.1=0.372, pct<= 0.5=0.954
radius_target_3_4 ~ 2.3018 * radius_input_5_10: mean_abs=4.2043, median_abs=3.7237, max_abs=15.0881, pct<= 0.1=0.384, pct<= 0.5=0.948
diff_target_3_4 ~ -2.3625 * diff_input_3_6: mean_abs=4.2676, median_abs=3.8319, max_abs=13.2889, pct<= 0.1=0.462, pct<= 0.5=0.948
radius_target_1_2 ~ 1.0 * radius_input_2_7: mean_abs=3.2367, median_abs=3.2603, max_abs=8.0055, pct<= 0.1=0.186, pct<= 0.5=0.972
radius_target_3_4 ~ 1.7298 * radius_input_7_8: mean_abs=4.6477, median_abs=4.1737, max_abs=14.3319, pct<= 0.1=0.316, pct<= 0.5=0.966
radius_target_3_4 ~ 3.1274 * radius_input_2_6: mean_abs=4.0965, median_abs=3.3415, max_abs=14.8956, pct<= 0.1=0.424, pct<= 0.5=0.956
radius_target_1_2 ~ 2.2497 * radius_input_4_6: mean_abs=2.4949, median_abs=2.2155, max_abs=8.3751, pct<= 0.1=0.408, pct<= 0.5=0.944
radius_target_3_4 ~ 2.1120 * radius_input_5_7: mean_abs=4.4466, median_abs=3.9558, max_abs=14.4160, pct<= 0.1=0.338, pct<= 0.5=0.956
radius_target_3_4 ~ 2.5374 * radius_input_9_12: mean_abs=4.1061, median_abs=3.7277, max_abs=13.0869, pct<= 0.1=0.382, pct<= 0.5=0.950
radius_target_3_4 ~ 2.6843 * radius_input_5_9: mean_abs=4.1875, median_abs=3.4580, max_abs=13.4276, pct<= 0.1=0.386, pct<= 0.5=0.942
radius_target_3_4 ~ 2.2723 * radius_input_8_12: mean_abs=4.4530, median_abs=4.0028, max_abs=12.7580, pct<= 0.1=0.344, pct<= 0.5=0.960
radius_target_3_4 ~ 2.3037 * radius_input_8_11: mean_abs=4.5935, median_abs=4.1809, max_abs=13.8034, pct<= 0.1=0.328, pct<= 0.5=0.962
radius_target_3_4 ~ 2.6711 * radius_input_1_5: mean_abs=4.3402, median_abs=3.8741, max_abs=14.6616, pct<= 0.1=0.380, pct<= 0.5=0.950
radius_target_3_4 ~ 3.5704 * radius_input_5_11: mean_abs=4.0698, median_abs=3.4488, max_abs=14.7783, pct<= 0.1=0.400, pct<= 0.5=0.950
radius_target_1_2 ~ 1.0 * radius_input_3_6: mean_abs=3.6728, median_abs=3.5210, max_abs=9.9508, pct<= 0.1=0.232, pct<= 0.5=0.974
geom_target_1_2 ~ 0.7482 * geom_input_3_7: mean_abs=2.5888, median_abs=2.0600, max_abs=15.6321, pct<= 0.1=0.316, pct<= 0.5=0.936
radius_target_3_4 ~ 2.8762 * radius_input_4_11: mean_abs=4.3322, median_abs=3.8797, max_abs=16.6478, pct<= 0.1=0.342, pct<= 0.5=0.954
radius_target_3_4 ~ 2.2693 * radius_input_6_7: mean_abs=4.6968, median_abs=4.2376, max_abs=14.8550, pct<= 0.1=0.340, pct<= 0.5=0.954
radius_target_3_4 ~ 3.0167 * radius_input_4_5: mean_abs=4.4302, median_abs=3.7808, max_abs=17.3149, pct<= 0.1=0.364, pct<= 0.5=0.948
geom_target_1_2 ~ 0.7866 * geom_input_3_10: mean_abs=2.6102, median_abs=2.1906, max_abs=15.2378, pct<= 0.1=0.278, pct<= 0.5=0.938
radius_target_3_4 ~ 3.2382 * radius_input_11_12: mean_abs=4.1884, median_abs=3.6208, max_abs=15.1851, pct<= 0.1=0.400, pct<= 0.5=0.956
radius_target_3_4 ~ 2.5092 * radius_input_6_10: mean_abs=4.5247, median_abs=3.9660, max_abs=16.7872, pct<= 0.1=0.352, pct<= 0.5=0.948
radius_target_1_2 ~ 1.0 * radius_input_9_10: mean_abs=3.8925, median_abs=3.7765, max_abs=10.2013, pct<= 0.1=0.126, pct<= 0.5=0.976
radius_target_1_2 ~ 2.8834 * radius_input_6_11: mean_abs=2.5243, median_abs=2.2829, max_abs=10.2079, pct<= 0.1=0.432, pct<= 0.5=0.944
radius_target_1_2 ~ 1.0 * radius_input_1_10: mean_abs=3.8742, median_abs=3.6677, max_abs=10.2565, pct<= 0.1=0.114, pct<= 0.5=0.980
radius_target_3_4 ~ 3.0174 * radius_input_1_6: mean_abs=4.5391, median_abs=3.8247, max_abs=16.2286, pct<= 0.1=0.368, pct<= 0.5=0.944
radius_target_3_4 ~ 2.8101 * radius_input_4_12: mean_abs=4.4574, median_abs=3.7841, max_abs=17.3600, pct<= 0.1=0.338, pct<= 0.5=0.942
radius_target_3_4 ~ 2.3704 * radius_input_5_8: mean_abs=4.9365, median_abs=4.4400, max_abs=14.7824, pct<= 0.1=0.302, pct<= 0.5=0.954
radius_target_1_2 ~ 1.0 * radius_input_4_7: mean_abs=3.8431, median_abs=3.7545, max_abs=9.3985, pct<= 0.1=0.106, pct<= 0.5=0.980
radius_target_3_4 ~ 3.0332 * radius_input_6_9: mean_abs=4.5134, median_abs=3.9829, max_abs=13.6523, pct<= 0.1=0.384, pct<= 0.5=0.930
radius_target_3_4 ~ 3.4419 * radius_input_5_12: mean_abs=4.4123, median_abs=3.6974, max_abs=16.2373, pct<= 0.1=0.378, pct<= 0.5=0.940
geom_target_1_2 ~ 0.8678 * geom_input_3_9: mean_abs=2.5936, median_abs=2.0793, max_abs=16.5802, pct<= 0.1=0.242, pct<= 0.5=0.928
radius_target_1_2 ~ 1.0 * radius_input_2_10: mean_abs=4.0743, median_abs=4.0491, max_abs=10.7717, pct<= 0.1=0.102, pct<= 0.5=0.974
geom_target_1_2 ~ 0.8660 * geom_input_1_3: mean_abs=2.5911, median_abs=2.1434, max_abs=15.5342, pct<= 0.1=0.268, pct<= 0.5=0.918
geom_target_1_2 ~ 0.8596 * geom_input_7_10: mean_abs=2.6275, median_abs=2.1740, max_abs=14.5401, pct<= 0.1=0.242, pct<= 0.5=0.922
geom_target_1_2 ~ 0.8780 * geom_input_2_3: mean_abs=2.6636, median_abs=2.1824, max_abs=14.5676, pct<= 0.1=0.238, pct<= 0.5=0.908
geom_target_1_2 ~ 1.0 * geom_input_3_9: mean_abs=2.6021, median_abs=1.6134, max_abs=19.6462, pct<= 0.1=0.372, pct<= 0.5=0.858
radius_target_1_2 ~ 2.7198 * radius_input_6_12: mean_abs=2.8273, median_abs=2.3546, max_abs=9.7204, pct<= 0.1=0.418, pct<= 0.5=0.922
diff_target_3_4 ~ -2.6994 * diff_input_6_10: mean_abs=5.5061, median_abs=5.0653, max_abs=16.3852, pct<= 0.1=0.336, pct<= 0.5=0.926
geom_target_1_2 ~ 1.0 * geom_input_7_10: mean_abs=2.6402, median_abs=1.7417, max_abs=17.4943, pct<= 0.1=0.376, pct<= 0.5=0.848
geom_target_1_2 ~ 1.0 * geom_input_1_3: mean_abs=2.6138, median_abs=1.6342, max_abs=18.4849, pct<= 0.1=0.360, pct<= 0.5=0.858
geom_target_1_2 ~ 0.8025 * geom_input_3_8: mean_abs=2.7705, median_abs=2.4544, max_abs=16.8309, pct<= 0.1=0.244, pct<= 0.5=0.916
geom_all_target ~ 0.7237 * geom_input_3_7: mean_abs=3.1506, median_abs=2.5501, max_abs=13.7068, pct<= 0.1=0.228, pct<= 0.5=0.934
radius_target_3_4 ~ 2.5993 * radius_input_6_8: mean_abs=5.3208, median_abs=4.7806, max_abs=16.5288, pct<= 0.1=0.286, pct<= 0.5=0.940
geom_target_1_2 ~ 1.0 * geom_input_2_3: mean_abs=2.6615, median_abs=1.7807, max_abs=17.0835, pct<= 0.1=0.336, pct<= 0.5=0.860
geom_all_target ~ 0.7601 * geom_input_3_10: mean_abs=3.1502, median_abs=2.4311, max_abs=14.5884, pct<= 0.1=0.238, pct<= 0.5=0.918
geom_target_1_2 ~ 1.0 * geom_input_7_9: mean_abs=2.5485, median_abs=1.8376, max_abs=16.8909, pct<= 0.1=0.264, pct<= 0.5=0.868
geom_target_1_2 ~ 0.9397 * geom_input_3_4: mean_abs=2.6614, median_abs=2.1644, max_abs=15.5481, pct<= 0.1=0.228, pct<= 0.5=0.890
geom_target_1_2 ~ 1.0 * geom_input_3_4: mean_abs=2.6013, median_abs=1.9175, max_abs=16.7738, pct<= 0.1=0.264, pct<= 0.5=0.868
geom_target_1_2 ~ 0.9453 * geom_input_7_9: mean_abs=2.6371, median_abs=2.1987, max_abs=15.7743, pct<= 0.1=0.220, pct<= 0.5=0.890
geom_target_1_2 ~ 1.0 * geom_input_9_10: mean_abs=2.6119, median_abs=2.0608, max_abs=15.4927, pct<= 0.1=0.220, pct<= 0.5=0.878
geom_target_1_2 ~ 0.9944 * geom_input_9_10: mean_abs=2.6222, median_abs=2.0927, max_abs=15.3869, pct<= 0.1=0.220, pct<= 0.5=0.880
geom_target_1_2 ~ 1.0 * geom_input_1_7: mean_abs=2.5765, median_abs=1.9790, max_abs=15.8676, pct<= 0.1=0.284, pct<= 0.5=0.864
geom_target_1_2 ~ 1.0 * geom_input_1_10: mean_abs=2.6120, median_abs=2.1501, max_abs=14.5394, pct<= 0.1=0.224, pct<= 0.5=0.880
geom_target_1_2 ~ 0.9941 * geom_input_1_10: mean_abs=2.6228, median_abs=2.1394, max_abs=14.4330, pct<= 0.1=0.214, pct<= 0.5=0.882
geom_target_1_2 ~ 1.0 * geom_input_2_7: mean_abs=2.6233, median_abs=2.0950, max_abs=14.6328, pct<= 0.1=0.248, pct<= 0.5=0.862
geom_target_1_2 ~ 0.9434 * geom_input_1_7: mean_abs=2.6535, median_abs=2.2625, max_abs=14.7693, pct<= 0.1=0.226, pct<= 0.5=0.878
geom_target_1_2 ~ 1.0 * geom_input_8_10: mean_abs=2.6585, median_abs=1.9707, max_abs=17.2967, pct<= 0.1=0.258, pct<= 0.5=0.860
geom_target_1_2 ~ 0.9587 * geom_input_2_7: mean_abs=2.6841, median_abs=2.3237, max_abs=13.8827, pct<= 0.1=0.208, pct<= 0.5=0.882
radius_target_3_4 ~ 3.5368 * radius_input_4_6: mean_abs=5.0613, median_abs=4.1762, max_abs=21.2249, pct<= 0.1=0.330, pct<= 0.5=0.930
geom_target_1_2 ~ 1.0079 * geom_input_2_10: mean_abs=2.6784, median_abs=2.2412, max_abs=13.5224, pct<= 0.1=0.210, pct<= 0.5=0.880
geom_target_1_2 ~ 1.0 * geom_input_2_10: mean_abs=2.6918, median_abs=2.1989, max_abs=13.3891, pct<= 0.1=0.200, pct<= 0.5=0.886
radius_target_1_2 ~ 1.0 * radius_input_8_9: mean_abs=4.4275, median_abs=4.4985, max_abs=9.3572, pct<= 0.1=0.066, pct<= 0.5=0.972
geom_target_1_2 ~ 0.9235 * geom_input_8_10: mean_abs=2.7550, median_abs=2.2984, max_abs=15.7031, pct<= 0.1=0.216, pct<= 0.5=0.896
geom_target_1_2 ~ 1.0712 * geom_input_3_11: mean_abs=2.6273, median_abs=2.1406, max_abs=15.2220, pct<= 0.1=0.242, pct<= 0.5=0.876
geom_all_target ~ 0.8320 * geom_input_7_10: mean_abs=3.1044, median_abs=2.4989, max_abs=15.3792, pct<= 0.1=0.200, pct<= 0.5=0.908
geom_target_1_2 ~ 1.0291 * geom_input_4_7: mean_abs=2.6470, median_abs=2.1190, max_abs=14.8805, pct<= 0.1=0.232, pct<= 0.5=0.872
geom_target_1_2 ~ 1.0405 * geom_input_3_12: mean_abs=2.6877, median_abs=2.1958, max_abs=14.9564, pct<= 0.1=0.220, pct<= 0.5=0.864
geom_all_target ~ 0.8389 * geom_input_3_9: mean_abs=3.1672, median_abs=2.5415, max_abs=13.6127, pct<= 0.1=0.206, pct<= 0.5=0.918
geom_target_1_2 ~ 1.0 * geom_input_3_12: mean_abs=2.7656, median_abs=2.2762, max_abs=14.2363, pct<= 0.1=0.198, pct<= 0.5=0.886
geom_target_1_2 ~ 1.0 * geom_input_3_8: mean_abs=3.0657, median_abs=1.8037, max_abs=21.8438, pct<= 0.1=0.326, pct<= 0.5=0.822
radius_target_1_2 ~ 1.0 * radius_input_4_10: mean_abs=4.7448, median_abs=4.6525, max_abs=11.9209, pct<= 0.1=0.096, pct<= 0.5=0.976
geom_target_1_2 ~ 1.0 * geom_input_4_7: mean_abs=2.7100, median_abs=2.3036, max_abs=14.3598, pct<= 0.1=0.200, pct<= 0.5=0.882
geom_all_target ~ 0.8363 * geom_input_1_3: mean_abs=3.1710, median_abs=2.5219, max_abs=14.6877, pct<= 0.1=0.194, pct<= 0.5=0.916
geom_target_1_2 ~ 1.1553 * geom_all_input_excl6: mean_abs=2.5574, median_abs=2.2152, max_abs=15.3621, pct<= 0.1=0.192, pct<= 0.5=0.872
geom_target_1_2 ~ 1.0 * geom_input_7_8: mean_abs=2.8246, median_abs=1.9371, max_abs=18.8275, pct<= 0.1=0.302, pct<= 0.5=0.840
geom_target_1_2 ~ 1.0 * geom_input_3_11: mean_abs=2.7898, median_abs=2.2899, max_abs=13.9752, pct<= 0.1=0.188, pct<= 0.5=0.912
radius_target_1_2 ~ 1.0 * radius_input_7_12: mean_abs=4.5879, median_abs=4.6213, max_abs=9.9282, pct<= 0.1=0.060, pct<= 0.5=0.968
geom_all_target ~ 0.8486 * geom_input_2_3: mean_abs=3.1884, median_abs=2.5632, max_abs=13.7039, pct<= 0.1=0.210, pct<= 0.5=0.910
radius_target_1_2 ~ 3.2709 * radius_input_5_6: mean_abs=3.0773, median_abs=2.5522, max_abs=11.2603, pct<= 0.1=0.384, pct<= 0.5=0.906
geom_target_1_2 ~ 1.0931 * geom_input_1_9: mean_abs=2.6341, median_abs=2.1639, max_abs=15.6557, pct<= 0.1=0.198, pct<= 0.5=0.870
radius_target_1_2 ~ 1.0 * radius_input_1_8: mean_abs=4.4666, median_abs=4.4936, max_abs=9.4460, pct<= 0.1=0.052, pct<= 0.5=0.964
radius_target_3_4 ~ 4.5431 * radius_input_6_11: mean_abs=4.8480, median_abs=4.2663, max_abs=16.3925, pct<= 0.1=0.330, pct<= 0.5=0.936
geom_target_1_2 ~ 1.0 * geom_input_3_10: mean_abs=3.1954, median_abs=2.1135, max_abs=20.3310, pct<= 0.1=0.334, pct<= 0.5=0.828
geom_all_target ~ 0.7769 * geom_input_3_8: mean_abs=3.2651, median_abs=2.7129, max_abs=14.3096, pct<= 0.1=0.210, pct<= 0.5=0.912
geom_target_1_2 ~ 1.0776 * geom_input_4_10: mean_abs=2.6750, median_abs=2.2034, max_abs=14.4291, pct<= 0.1=0.224, pct<= 0.5=0.856
geom_target_1_2 ~ 0.8700 * geom_input_7_8: mean_abs=2.8696, median_abs=2.4617, max_abs=15.9192, pct<= 0.1=0.210, pct<= 0.5=0.892
geom_target_1_2 ~ 1.1095 * geom_input_1_2: mean_abs=2.6649, median_abs=2.2417, max_abs=13.7908, pct<= 0.1=0.206, pct<= 0.5=0.860
geom_target_1_2 ~ 1.0 * geom_input_4_10: mean_abs=2.8389, median_abs=2.5061, max_abs=13.1348, pct<= 0.1=0.184, pct<= 0.5=0.898
geom_target_1_2 ~ 1.0149 * geom_input_8_9: mean_abs=2.7770, median_abs=2.2971, max_abs=17.0000, pct<= 0.1=0.206, pct<= 0.5=0.868
geom_target_1_2 ~ 1.1116 * geom_input_2_9: mean_abs=2.6573, median_abs=2.1185, max_abs=14.7394, pct<= 0.1=0.202, pct<= 0.5=0.862
diff_target_3_4 ~ 3.8424 * diff_input_6_9: mean_abs=5.9009, median_abs=4.8503, max_abs=21.9753, pct<= 0.1=0.368, pct<= 0.5=0.900
geom_target_1_2 ~ 1.0 * geom_input_1_9: mean_abs=2.8618, median_abs=2.6492, max_abs=14.0208, pct<= 0.1=0.180, pct<= 0.5=0.902
radius_target_1_2 ~ 1.0 * radius_input_2_8: mean_abs=4.6422, median_abs=4.6186, max_abs=9.9057, pct<= 0.1=0.036, pct<= 0.5=0.972
geom_target_1_2 ~ 1.0 * geom_input_8_9: mean_abs=2.8143, median_abs=2.3850, max_abs=16.6990, pct<= 0.1=0.198, pct<= 0.5=0.876
geom_all_target ~ 0.9156 * geom_input_7_9: mean_abs=3.1242, median_abs=2.6353, max_abs=14.9435, pct<= 0.1=0.186, pct<= 0.5=0.898
geom_all_target ~ 0.9094 * geom_input_3_4: mean_abs=3.1566, median_abs=2.5325, max_abs=14.1595, pct<= 0.1=0.196, pct<= 0.5=0.896
radius_target_1_2 ~ 1.0 * radius_input_7_11: mean_abs=4.7760, median_abs=4.7153, max_abs=10.5063, pct<= 0.1=0.040, pct<= 0.5=0.966
diff_target_3_4 ~ 2.7836 * diff_input_6_7: mean_abs=6.0962, median_abs=5.4349, max_abs=21.4698, pct<= 0.1=0.362, pct<= 0.5=0.888
geom_all_target ~ 0.9607 * geom_input_1_10: mean_abs=3.1169, median_abs=2.4541, max_abs=14.8295, pct<= 0.1=0.198, pct<= 0.5=0.884
geom_all_target ~ 0.9283 * geom_input_2_7: mean_abs=3.1418, median_abs=2.6632, max_abs=15.0813, pct<= 0.1=0.192, pct<= 0.5=0.890
geom_all_target ~ 1.0 * geom_input_1_10: mean_abs=3.0805, median_abs=2.4074, max_abs=15.6109, pct<= 0.1=0.216, pct<= 0.5=0.862
geom_all_target ~ 0.9621 * geom_input_9_10: mean_abs=3.1364, median_abs=2.6029, max_abs=15.2304, pct<= 0.1=0.182, pct<= 0.5=0.886
geom_target_1_2 ~ 1.1718 * geom_input_7_11: mean_abs=2.6245, median_abs=2.1167, max_abs=14.5459, pct<= 0.1=0.224, pct<= 0.5=0.844
geom_target_1_2 ~ 1.0110 * geom_input_1_8: mean_abs=2.8275, median_abs=2.4283, max_abs=15.8976, pct<= 0.1=0.202, pct<= 0.5=0.868
geom_all_target ~ 1.0 * geom_input_7_10: mean_abs=3.2590, median_abs=2.3141, max_abs=19.0534, pct<= 0.1=0.252, pct<= 0.5=0.830
geom_target_1_2 ~ 1.1394 * geom_input_7_12: mean_abs=2.6740, median_abs=2.2298, max_abs=14.3072, pct<= 0.1=0.214, pct<= 0.5=0.846
geom_all_target ~ 1.0 * geom_input_7_9: mean_abs=3.1227, median_abs=2.4110, max_abs=16.5802, pct<= 0.1=0.206, pct<= 0.5=0.856
geom_all_target ~ 0.9126 * geom_input_1_7: mean_abs=3.1607, median_abs=2.5750, max_abs=13.8700, pct<= 0.1=0.174, pct<= 0.5=0.884
geom_target_1_2 ~ 1.0282 * geom_input_2_8: mean_abs=2.8418, median_abs=2.4618, max_abs=14.9694, pct<= 0.1=0.200, pct<= 0.5=0.862
geom_target_1_2 ~ 1.0 * geom_input_1_8: mean_abs=2.8534, median_abs=2.5218, max_abs=15.6853, pct<= 0.1=0.194, pct<= 0.5=0.868
geom_all_target ~ 1.0 * geom_input_2_7: mean_abs=3.1214, median_abs=2.4825, max_abs=16.4648, pct<= 0.1=0.220, pct<= 0.5=0.858
geom_all_target ~ 1.0 * geom_input_9_10: mean_abs=3.1263, median_abs=2.5129, max_abs=15.9422, pct<= 0.1=0.188, pct<= 0.5=0.878
geom_target_1_2 ~ 1.0 * geom_input_2_9: mean_abs=2.9431, median_abs=2.6252, max_abs=12.9035, pct<= 0.1=0.160, pct<= 0.5=0.898
geom_all_target ~ 0.8945 * geom_input_8_10: mean_abs=3.2024, median_abs=2.6662, max_abs=14.4923, pct<= 0.1=0.180, pct<= 0.5=0.890
geom_target_1_2 ~ 1.0 * geom_input_1_2: mean_abs=2.9455, median_abs=2.5566, max_abs=12.0798, pct<= 0.1=0.156, pct<= 0.5=0.894
geom_target_1_2 ~ 1.1868 * geom_input_1_4: mean_abs=2.6554, median_abs=2.0737, max_abs=14.7202, pct<= 0.1=0.228, pct<= 0.5=0.838
geom_target_1_2 ~ 1.1883 * geom_input_4_9: mean_abs=2.6844, median_abs=2.0980, max_abs=15.7069, pct<= 0.1=0.202, pct<= 0.5=0.844
geom_target_1_2 ~ 1.1531 * geom_input_3_5: mean_abs=2.7278, median_abs=2.3592, max_abs=16.8437, pct<= 0.1=0.220, pct<= 0.5=0.850
geom_all_target ~ 1.0 * geom_input_1_7: mean_abs=3.1295, median_abs=2.3770, max_abs=15.6060, pct<= 0.1=0.214, pct<= 0.5=0.854
geom_all_target ~ 1.0 * geom_input_1_3: mean_abs=3.3164, median_abs=2.2597, max_abs=18.3966, pct<= 0.1=0.248, pct<= 0.5=0.836
geom_target_1_2 ~ 1.0 * geom_input_2_8: mean_abs=2.9075, median_abs=2.6326, max_abs=14.4621, pct<= 0.1=0.174, pct<= 0.5=0.870
geom_target_1_2 ~ 1.1066 * geom_input_4_8: mean_abs=2.7856, median_abs=2.4013, max_abs=16.0812, pct<= 0.1=0.188, pct<= 0.5=0.856
geom_all_target ~ 0.9747 * geom_input_2_10: mean_abs=3.1801, median_abs=2.5843, max_abs=15.3593, pct<= 0.1=0.192, pct<= 0.5=0.886
geom_all_target ~ 1.0 * geom_input_2_3: mean_abs=3.3344, median_abs=2.4947, max_abs=16.6520, pct<= 0.1=0.230, pct<= 0.5=0.836
geom_all_target ~ 1.0 * geom_input_2_10: mean_abs=3.1592, median_abs=2.5754, max_abs=15.8305, pct<= 0.1=0.186, pct<= 0.5=0.880
geom_target_1_2 ~ 1.1933 * geom_input_10_12: mean_abs=2.7096, median_abs=2.1742, max_abs=13.8725, pct<= 0.1=0.236, pct<= 0.5=0.844
geom_all_target ~ 1.0 * geom_input_3_4: mean_abs=3.1956, median_abs=2.3716, max_abs=15.9944, pct<= 0.1=0.200, pct<= 0.5=0.856
geom_all_target ~ 0.9978 * geom_input_4_7: mean_abs=3.0912, median_abs=2.4590, max_abs=14.8791, pct<= 0.1=0.164, pct<= 0.5=0.870
geom_all_target ~ 1.0 * geom_input_4_7: mean_abs=3.0889, median_abs=2.4440, max_abs=14.9185, pct<= 0.1=0.164, pct<= 0.5=0.868
geom_target_1_2 ~ 1.0 * geom_all_input_excl6: mean_abs=3.0261, median_abs=2.7494, max_abs=12.8203, pct<= 0.1=0.114, pct<= 0.5=0.922
geom_target_1_2 ~ 1.0 * geom_input_3_7: mean_abs=3.6762, median_abs=2.5390, max_abs=22.0846, pct<= 0.1=0.260, pct<= 0.5=0.806
geom_target_1_2 ~ 1.2290 * geom_input_10_11: mean_abs=2.6675, median_abs=2.1116, max_abs=14.1309, pct<= 0.1=0.204, pct<= 0.5=0.844
geom_all_target ~ 1.0 * geom_input_3_12: mean_abs=3.1885, median_abs=2.4594, max_abs=13.1338, pct<= 0.1=0.184, pct<= 0.5=0.874
geom_all_target ~ 1.0059 * geom_input_3_12: mean_abs=3.1850, median_abs=2.4635, max_abs=13.2357, pct<= 0.1=0.184, pct<= 0.5=0.874
geom_all_target ~ 1.0 * geom_input_3_9: mean_abs=3.3690, median_abs=2.4603, max_abs=17.0085, pct<= 0.1=0.214, pct<= 0.5=0.842
geom_all_target ~ 1.0 * geom_input_8_10: mean_abs=3.2149, median_abs=2.5344, max_abs=16.7025, pct<= 0.1=0.208, pct<= 0.5=0.842
geom_all_target ~ 0.8437 * geom_input_7_8: mean_abs=3.3150, median_abs=2.8248, max_abs=13.7814, pct<= 0.1=0.172, pct<= 0.5=0.878
geom_target_1_2 ~ 1.2049 * geom_input_2_4: mean_abs=2.7213, median_abs=2.3055, max_abs=13.8183, pct<= 0.1=0.210, pct<= 0.5=0.844
geom_all_target ~ 1.0 * geom_input_4_10: mean_abs=3.1845, median_abs=2.5198, max_abs=14.3351, pct<= 0.1=0.168, pct<= 0.5=0.880
geom_all_target ~ 1.0 * geom_input_3_11: mean_abs=3.2269, median_abs=2.5299, max_abs=13.2573, pct<= 0.1=0.184, pct<= 0.5=0.880
geom_all_target ~ 1.0569 * geom_input_1_9: mean_abs=3.1532, median_abs=2.6468, max_abs=13.9014, pct<= 0.1=0.182, pct<= 0.5=0.864
geom_all_target ~ 1.0 * geom_input_1_9: mean_abs=3.2311, median_abs=2.6855, max_abs=12.8655, pct<= 0.1=0.160, pct<= 0.5=0.882
geom_all_target ~ 1.0436 * geom_input_4_10: mean_abs=3.1399, median_abs=2.4660, max_abs=15.0834, pct<= 0.1=0.194, pct<= 0.5=0.868
geom_target_1_2 ~ 1.0 * geom_input_7_12: mean_abs=3.0540, median_abs=2.7205, max_abs=12.1239, pct<= 0.1=0.142, pct<= 0.5=0.892
geom_all_target ~ 1.0341 * geom_input_3_11: mean_abs=3.1962, median_abs=2.5876, max_abs=13.8543, pct<= 0.1=0.192, pct<= 0.5=0.864
geom_target_1_2 ~ 1.4126 * geom_all_input: mean_abs=2.5785, median_abs=2.0033, max_abs=11.5185, pct<= 0.1=0.228, pct<= 0.5=0.826
geom_all_target ~ 1.0724 * geom_input_1_2: mean_abs=3.1622, median_abs=2.4643, max_abs=13.4228, pct<= 0.1=0.182, pct<= 0.5=0.862
geom_all_target ~ 1.1179 * geom_all_input_excl6: mean_abs=3.0774, median_abs=2.5063, max_abs=14.2593, pct<= 0.1=0.162, pct<= 0.5=0.866
geom_target_1_2 ~ 1.3555 * geom_input_1_11: mean_abs=2.6065, median_abs=2.0826, max_abs=14.4422, pct<= 0.1=0.240, pct<= 0.5=0.832
radius_target_1_2 ~ 1.0 * radius_input_10_12: mean_abs=5.5078, median_abs=5.4939, max_abs=13.4214, pct<= 0.1=0.056, pct<= 0.5=0.978
geom_all_target ~ 1.0 * geom_input_7_8: mean_abs=3.3698, median_abs=2.4367, max_abs=17.2401, pct<= 0.1=0.214, pct<= 0.5=0.820
radius_target_1_2 ~ 1.0 * radius_input_1_9: mean_abs=5.3979, median_abs=5.4004, max_abs=12.6804, pct<= 0.1=0.040, pct<= 0.5=0.972
